fecha;indicativo;nombre;provincia;altitud;tmed;prec;tmin;horatmin;tmax;horatmax;dir;velmedia;racha;horaracha;sol;presMax;horaPresMax;presMin;horaPresMin;mes;
23/08/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;18,0;0,0;11,3;4:48;24,6;12:56;4;3,9;9,7;14:42;12,4;966,5;0;963,3;16;August;
24/08/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;17,9;0,0;8,7;4:46;27,1;15:21;4;1,7;8,3;16:12;10,7;964,0;0;957,1;24;August;
25/08/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;21,2;0,0;9,1;4:42;33,2;13:24;99;4,2;12,5;Varias;13,0;962,2;Varias;956,6;14;August;
26/08/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;21,6;0,0;14,1;0:00;29,2;13:44;5;3,9;10,3;15:19;12,3;963,1;Varias;961,0;15;August;
27/08/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;22,4;0,7;13,6;3:29;31,1;13:04;99;3,9;12,5;Varias;8,7;962,3;0;956,9;24;August;
28/08/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,4;Ip;13,5;23:58;19,4;1:48;31;4,4;10,8;17:05;0,2;956,9;0;952,5;23;August;
29/08/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;14,4;5,5;9,3;1:27;19,6;12:43;99;3,3;11,7;Varias;4,0;956,4;Varias;950,7;12;August;
30/08/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,2;0,1;8,3;21:31;18,1;13:43;36;2,2;11,7;14:03;2,3;962,9;Varias;955,9;1;August;
31/08/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,5;0,0;3,2;5:38;23,8;15:06;99;2,2;7,2;Varias;8,6;962,8;0;958,6;17;August;
01/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;15,4;0,0;6,6;5:32;24,3;11:34;2;3,3;10,8;14:41;11,8;959,8;Varias;956,3;15;September;
02/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;15,3;0,0;6,4;5:41;24,2;15:13;5;3,6;9,7;10:38;11,5;963,0;Varias;959,3;1;September;
03/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;17,5;0,0;3,8;5:04;31,2;16:30;1;2,5;7,8;Varias;12,6;964,5;Varias;961,5;16;September;
04/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;19,8;0,0;6,6;5:13;33,1;15:18;21;1,9;7,8;11:20;12,5;965,0;Varias;960,6;17;September;
05/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;17,8;Ip;13,4;3:35;22,3;12:38;99;3,9;9,7;Varias;0,0;965,5;Varias;963,0;0;September;
06/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;17,4;0,0;14,0;Varias;20,7;13:08;36;5,0;10,3;14:25;1,4;964,7;0;962,7;16;September;
07/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;15,0;0,1;9,2;23:28;20,9;13:23;99;5,3;12,8;Varias;8,7;967,6;Varias;963,3;3;September;
08/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,9;0,0;7,6;5:59;26,2;15:02;2;2,8;9,7;16:11;12,4;967,1;0;963,3;15;September;
09/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;17,2;0,0;6,0;5:45;28,5;12:58;99;3,3;10,3;Varias;12,2;964,9;Varias;962,0;15;September;
10/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;17,3;0,0;6,6;5:35;28,0;13:57;3;3,3;10,3;16:13;12,2;964,3;0;960,3;16;September;
11/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;18,2;0,0;8,3;5:55;28,2;14:38;2;3,1;9,2;13:41;11,9;960,7;0;957,3;16;September;
12/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;19,2;0,0;9,1;3:52;29,2;14:21;99;2,8;8,9;Varias;9,4;963,8;Varias;959,7;1;September;
13/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;20,4;0,0;7,2;5:02;33,6;14:02;99;2,5;7,8;Varias;11,8;964,0;Varias;960,4;17;September;
14/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;23,7;0,1;14,3;5:31;33,1;13:09;99;2,5;8,9;Varias;8,6;963,1;Varias;959,5;17;September;
15/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;22,8;0,0;14,3;6:31;31,2;14:01;1;2,2;8,9;16:47;9,4;963,0;Varias;959,6;16;September;
16/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;22,2;Ip;12,2;5:52;32,2;14:26;2;2,2;9,7;15:55;10,1;961,9;0;957,8;16;September;
17/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;23,7;2,5;16,2;1:52;31,2;12:47;99;3,3;11,4;Varias;5,0;958,6;0;953,0;18;September;
18/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;20,0;12,1;15,5;23:56;24,6;13:24;21;1,4;16,9;13:59;4,9;955,5;Varias;952,4;7;September;
19/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,0;6,5;11,0;23:49;21,0;13:55;20;3,6;8,3;15:23;2,7;957,4;Varias;952,5;3;September;
20/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,0;6,3;8,1;5:18;23,9;12:30;99;0,8;5,0;Varias;6,4;959,8;Varias;957,1;13;September;
21/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,6;0,0;9,9;23:59;23,3;12:52;99;2,2;8,9;Varias;5,7;960,6;9;958,7;16;September;
22/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,8;0,0;8,9;1:32;24,8;14:36;99;2,2;7,8;Varias;6,6;959,5;0;953,4;17;September;
23/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;17,6;1,4;10,2;1:54;25,1;14:57;99;3,3;12,5;Varias;6,0;954,9;Varias;951,7;15;September;
24/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,8;3,0;10,6;23:48;22,9;14:39;99;4,4;13,9;Varias;6,3;956,3;Varias;951,8;16;September;
25/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,6;17,8;8,0;5:51;13,2;13:34;28;5,0;16,4;13:48;2,5;964,7;Varias;956,3;0;September;
26/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,4;8,5;7,9;3:10;14,8;20:03;29;2,8;15,0;20:10;0,6;964,0;0;952,7;20;September;
27/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,3;0,0;7,2;3:07;15,4;15:40;32;3,3;11,7;14:07;4,2;961,3;Varias;956,0;0;September;
28/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,4;Ip;7,3;23:30;17,4;14:18;5;1,9;8,3;15:35;5,0;962,3;Varias;960,0;15;September;
29/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,8;Ip;6,0;2:45;21,6;15:28;3;1,4;6,1;17:10;6,2;961,6;0;958,2;16;September;
30/09/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;15,0;0,0;3,4;6:19;26,6;15:08;21;2,8;8,9;15:53;10,8;959,4;0;952,6;24;September;
01/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,7;16,7;9,4;0:50;18,0;15:20;;1,9;;;2,2;953,8;9;937,5;24;October;
02/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,0;17,0;6,8;23:00;15,2;0:50;22;5,8;21,1;0:50;3,6;940,3;24;933,0;5;October;
03/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,9;0,7;6,4;7:00;15,4;15:00;28;4,2;15,0;13:50;1,7;948,7;22;940,1;0;October;
04/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,5;1,4;7,4;0:00;15,6;13:21;30;4,7;16,1;11:55;3,7;952,9;Varias;945,3;4;October;
05/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,9;0,1;8,3;5:28;19,5;14:28;23;3,1;9,2;13:03;6,1;959,9;Varias;952,9;0;October;
06/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,6;0,0;10,6;0:00;22,7;11:58;20;3,6;10,8;9:31;4,5;963,1;Varias;959,2;2;October;
07/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,9;1,1;12,9;3:26;20,9;14:05;99;3,1;8,3;Varias;3,6;967,1;Varias;963,0;0;October;
08/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,4;0,1;10,3;Varias;22,6;13:34;22;1,7;6,7;10:16;5,7;966,4;0;962,2;14;October;
09/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;14,8;0,4;11,6;0:00;17,9;13:02;99;2,8;6,7;Varias;0,0;966,9;Varias;963,2;3;October;
10/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,6;1,5;9,2;23:19;15,9;13:24;3;2,2;9,7;14:26;2,0;969,4;Varias;966,4;3;October;
11/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,8;3,6;7,3;6:19;12,4;15:01;99;3,3;10,3;Varias;0,9;969,5;Varias;967,4;15;October;
12/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,0;5,7;8,5;Varias;15,6;15:02;99;2,8;9,7;Varias;4,1;967,7;0;959,5;24;October;
13/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,2;3,7;8,0;4:28;16,5;13:49;33;3,6;9,2;15:33;4,1;959,5;Varias;955,0;24;October;
14/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,4;17,5;4,3;22:11;10,4;14:01;29;3,6;11,4;12:52;0,8;958,4;Varias;953,7;4;October;
15/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,8;7,2;4,2;21:17;9,4;11:19;2;2,8;10,8;12:27;1,2;962,0;22;957,9;3;October;
16/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,6;Ip;0,8;23:07;12,5;12:58;29;2,8;8,3;Varias;1,1;961,8;1;958,7;24;October;
17/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,4;0,0;0,4;0:09;18,5;14:12;22;2,5;8,3;Varias;7,4;961,0;Varias;957,0;14;October;
18/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,3;0,0;1,3;2:56;21,3;13:57;99;1,4;4,2;Varias;9,2;963,0;Varias;959,6;16;October;
19/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,8;0,6;1,6;5:07;21,9;14:58;99;1,9;12,5;20:08;8,9;960,4;0;951,6;21;October;
20/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;15,2;11,0;12,6;6:41;17,7;17:21;14;5,6;23,6;19:21;0,0;951,7;0;939,7;22;October;
21/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,9;1,0;7,1;23:57;20,7;11:25;19;3,1;17,5;0:34;3,1;952,7;Varias;940,2;0;October;
22/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,6;6,4;6,8;0:17;20,5;12:30;22;3,1;12,5;14:35;4,8;956,0;Varias;952,0;14;October;
23/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,5;0,3;7,4;21:44;17,6;14:26;30;4,2;11,4;15:11;6,8;964,0;Varias;955,9;0;October;
24/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,5;0,0;6,2;3:13;14,8;Varias;21;5,6;16,4;23:58;7,0;963,9;2;955,8;24;October;
25/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,9;10,9;7,0;23:58;16,8;11:31;21;7,2;22,2;0:03;0,7;955,8;0;948,6;15;October;
26/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,5;Ip;3,9;22:44;13,1;13:18;27;4,2;11,7;13:22;3,2;959,0;Varias;952,4;2;October;
27/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,2;0,0;4,2;0:07;14,2;11:22;22;5,8;13,3;18:45;1,7;958,7;0;956,2;16;October;
28/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,4;Ip;5,4;23:41;17,5;13:53;3;1,9;12,5;17:50;2,1;965,9;Varias;957,9;1;October;
29/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,6;0,0;3,8;1:39;19,4;14:37;99;3,1;7,8;Varias;9,6;967,7;Varias;964,9;15;October;
30/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,6;0,0;2,3;Varias;20,9;14:19;21;3,3;11,4;Varias;9,7;966,9;Varias;964,7;15;October;
31/10/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,8;0,0;4,2;3:31;21,3;13:52;22;2,5;11,7;13:38;9,1;966,3;Varias;963,5;16;October;
01/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;17,7;0,0;14,0;6:26;21,4;12:34;25;5,8;10,8;17:53;7,7;964,9;Varias;962,0;24;November;
02/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;16,0;3,0;10,5;23:58;21,6;14:52;22;5,3;12,5;11:21;3,5;966,5;Varias;961,4;4;November;
03/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,7;0,3;3,8;23:32;11,6;11:21;2;2,2;11,7;14:44;0,3;971,5;Varias;966,4;0;November;
04/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,2;0,1;3,5;0:42;10,8;10:53;5;3,9;11,4;13:08;3,1;969,3;0;963,7;15;November;
05/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,6;0,0;6,3;3:30;16,8;12:53;16;2,5;16,1;23:46;6,8;967,2;2;961,2;24;November;
06/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;14,8;19,5;12,9;1:08;16,6;Varias;12;5,0;18,1;21:44;0,0;962,2;Varias;955,3;24;November;
07/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,2;0,1;9,8;23:46;16,5;14:52;9;2,2;16,4;1:57;1,3;961,7;Varias;953,4;7;November;
08/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,6;0,0;5,6;6:58;17,6;14:00;99;2,2;8,3;Varias;6,8;962,0;Varias;959,5;14;November;
09/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,2;0,0;6,4;23:57;17,9;13:48;22;2,8;8,9;14:00;6,8;965,8;Varias;959,7;3;November;
10/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,6;0,6;4,2;23:59;17,1;14:34;4;1,1;5,0;15:02;4,8;968,9;Varias;965,7;0;November;
11/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,4;0,1;1,6;6:20;13,2;15:22;99;4,4;10,3;13:37;8,6;967,2;0;961,9;15;November;
12/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,0;0,0;3,8;6:16;18,3;14:11;99;2,5;8,3;Varias;7,7;963,6;Varias;960,4;16;November;
13/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,6;0,0;7,2;5:03;12,1;13:16;99;4,7;9,7;Varias;6,2;962,8;Varias;960,1;15;November;
14/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,2;0,0;5,4;1:05;14,9;14:14;21;4,4;9,7;11:19;4,8;961,0;0;958,2;15;November;
15/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;14,4;5,8;10,3;0:00;18,5;13:31;22;4,2;10,3;13:40;0,2;963,0;Varias;956,5;13;November;
16/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,7;0,1;3,2;23:42;14,2;12:27;3;1,7;7,2;13:26;3,5;967,9;Varias;962,6;0;November;
17/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,0;Ip;2,2;2:49;17,7;14:11;24;1,9;7,2;23:55;5,3;967,6;Varias;964,5;17;November;
18/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,0;0,0;5,3;23:44;18,8;15:00;99;3,1;8,3;Varias;9,0;970,3;Varias;965,4;4;November;
19/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,4;0,1;4,0;3:05;12,8;10:14;99;2,5;9,7;15:05;0,0;977,5;Varias;970,1;0;November;
20/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,7;0,0;0,8;23:57;12,6;12:48;36;3,3;8,9;11:52;5,1;976,8;0;972,4;24;November;
21/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,0;0,0;-2,2;7:04;14,2;15:03;99;1,1;3,1;Varias;9,0;972,4;0;967,1;15;November;
22/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,4;0,0;-2,9;4:30;15,7;15:20;22;1,1;6,7;5:47;9,0;969,0;Varias;966,3;15;November;
23/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,3;0,0;-1,6;1:26;12,2;14:46;4;0,8;3,6;23:23;3,8;969,8;Varias;965,3;24;November;
24/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,5;0,0;-1,7;4:03;12,7;13:12;99;3,6;6,7;Varias;7,9;965,3;0;957,5;24;November;
25/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,0;0,0;1,2;0:50;12,9;14:53;12;1,9;11,4;22:23;7,0;957,5;0;953,1;15;November;
26/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,9;0,0;8,4;5:10;13,4;14:18;12;4,4;11,7;15:34;0,7;955,6;Varias;953,5;0;November;
27/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,0;0,0;3,7;23:58;14,4;11:41;14;3,3;11,4;4:44;0,1;955,6;0;949,9;24;November;
28/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,4;0,0;0,6;6:00;16,1;13:28;12;1,7;6,7;15:29;5,9;952,3;Varias;946,8;14;November;
29/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,4;0,0;-0,9;5:51;15,8;15:21;22;1,1;4,7;16:51;7,6;961,5;Varias;952,3;0;November;
30/11/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,6;Ip;-0,7;2:38;8,0;19:20;35;0,6;5,0;21:39;0,7;967,0;Varias;961,5;0;November;
01/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,0;0,2;-0,5;7:31;10,4;14:35;33;1,7;9,7;19:32;3,1;967,1;0;960,6;22;December;
02/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,9;1,8;2,1;6:26;7,7;13:59;99;2,2;11,4;11:27;2,2;961,0;Varias;959,1;24;December;
03/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,5;10,6;2,2;7:13;8,8;10:59;22;6,7;22,2;21:15;3,6;959,1;0;936,2;22;December;
04/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,3;Ip;-0,6;21:49;7,2;12:06;25;4,4;11,7;12:39;4,1;937,4;Varias;933,5;12;December;
05/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;2,4;4,2;-0,4;1:43;5,3;15:51;25;4,4;11,4;12:27;0,1;945,6;Varias;937,3;1;December;
06/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,8;22,4;1,8;9:37;5,7;14:31;26;4,2;10,8;15:03;0,0;948,7;Varias;945,3;2;December;
07/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,6;18,2;2,8;19:49;8,5;11:19;29;3,3;12,5;16:33;0,1;946,0;0;941,3;22;December;
08/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,8;15,8;1,5;23:00;6,1;12:47;23;2,2;12,5;1:59;1,4;955,8;Varias;941,5;0;December;
09/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,9;4,3;1,4;0:58;8,4;13:15;99;1,7;11,4;23:36;0,8;958,4;Varias;951,0;24;December;
10/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,2;14,6;5,9;0:03;10,6;23:46;25;2,5;9,7;23:31;0,0;951,0;Varias;947,1;24;December;
11/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,8;7,2;7,6;23:53;16,0;11:53;31;2,2;13,3;15:48;3,1;949,3;Varias;943,9;14;December;
12/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,4;5,8;3,5;23:59;9,3;15:19;32;3,3;11,7;10:48;0,3;957,1;Varias;948,8;0;December;
13/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,5;Ip;2,9;7:38;14,1;13:27;23;3,9;12,8;15:21;2,4;956,4;1;951,2;15;December;
14/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,2;4,6;7,2;7:44;13,3;13:40;21;3,6;10,8;0:04;4,1;952,4;11;948,8;15;December;
15/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,4;0,0;5,1;6:40;11,6;14:08;22;5,0;14,4;23:56;6,7;955,7;Varias;950,3;1;December;
16/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,6;0,3;4,3;6:57;13,0;14:19;21;2,2;10,8;0:00;2,9;960,0;Varias;951,9;5;December;
17/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,6;0,0;0,7;23:05;10,4;13:39;99;2,2;7,2;Varias;4,0;964,4;Varias;960,0;0;December;
18/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,0;0,2;-0,9;1:51;10,9;13:39;23;3,1;9,2;23:34;7,7;964,2;0;957,7;23;December;
19/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,6;0,2;2,4;23:13;8,8;12:09;21;4,2;8,9;6:41;1,0;960,8;24;956,3;5;December;
20/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,0;0,7;3,7;0:00;10,2;12:49;99;3,3;10,3;Varias;4,1;965,0;Varias;960,5;1;December;
21/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,2;0,2;8,2;19:03;14,2;15:00;99;4,2;11,7;Varias;3,4;967,3;Varias;964,2;0;December;
22/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,8;0,0;7,3;22:47;14,4;13:26;22;5,3;9,7;12:24;6,7;967,1;0;962,8;24;December;
23/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,7;3,7;6,5;21:41;12,9;11:43;22;4,2;12,8;12:08;1,4;965,1;24;961,3;4;December;
24/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,8;3,5;2,1;7:47;9,4;11:54;34;2,8;10,8;23:45;3,7;966,3;Varias;964,1;15;December;
25/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,6;4,0;1,2;8:32;5,9;13:17;34;2,8;12,8;13:35;3,7;971,1;Varias;966,3;0;December;
26/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,5;0,1;1,3;23:56;5,7;12:18;99;2,2;6,1;Varias;0,5;971,1;Varias;962,6;24;December;
27/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,4;11,1;0,0;1:01;6,9;19:12;23;8,3;25,3;20:05;0,0;962,6;0;933,4;24;December;
28/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,0;1,1;0,7;4:41;9,3;14:41;26;5,3;14,4;11:45;3,6;941,9;Varias;933,2;0;December;
29/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,4;6,9;1,4;21:32;7,5;14:28;29;5,0;13,3;Varias;2,4;950,4;24;940,5;5;December;
30/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,1;0,4;0,4;3:42;5,8;13:54;24;3,6;9,7;23:24;0,5;956,0;Varias;950,2;0;December;
31/12/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,0;0,8;2,8;Varias;7,2;14:42;99;4,7;11,4;Varias;0,0;954,6;0;948,3;15;December;
